0.00370804,0.124626,324.576,10.09,0.950713,4011.13,14.1618,17.0499,8.4127e+06,-0.245262,17476.9,0.848464,225,0.998049,
0.00285808,0.157754,400.965,10.09,0.95853,4782.82,15.0915,20.7564,8.50851e+06,-0.261909,20432.9,0.869152,729,0.995332,
0.00210068,0.165569,459.962,10.0949,0.958491,6481.9,17.1648,29.652,8.27083e+06,-0.230367,9662.52,0.950929,81,0.999589,
0.0025598,0.115257,418.924,10.09,0.962386,7406.53,17.945,38.5476,7.91828e+06,-0.182007,30456.5,0.868325,64,0.999723,
0.00236234,0.0947175,400.612,9.99,0.967706,7469.71,17.6419,40.7715,7.49992e+06,-0.12309,15852.3,0.939952,9,0.999966,
0.00202814,0.104045,427.1,10.6028,0.956203,11562.2,21.5056,42.9954,7.3853e+06,-0.109616,14493.3,0.949578,441,0.998466,
0.00282612,0.145156,351.423,9.8918,0.953873,3754,13.7004,17.0499,8.41103e+06,-0.245014,5162.52,0.955237,225,0.998049,
0.00357389,0.136009,374.271,10.0918,0.959445,4677.23,14.924,20.7564,8.4751e+06,-0.256954,51822.8,0.668137,729,0.995332,
0.00141068,0.126338,580.467,4.99777,0.996002,325.409,4.03367,17.0499,8.00386e+06,-0.184745,196745,-0.705913,225,0.998049,
0.00111142,0.114956,554.525,4.99773,0.996024,323.596,4.02241,17.0499,7.32868e+06,-0.0848032,11992.7,0.896015,225,0.998049,
0.000916026,0.145827,610.341,4.89017,0.997166,326.792,3.94481,20.7564,7.28907e+06,-0.0810521,11731.6,0.924873,729,0.995332,
0.00113122,0.14792,638.996,4.90195,0.997594,375.684,4.13238,29.652,7.93787e+06,-0.180837,78633.3,0.600663,81,0.999589,
0.000722167,0.177453,789.11,3.99073,0.998706,254.882,3.32893,38.5476,7.29183e+06,-0.0884926,5717.74,0.97528,64,0.999723,
0.00120079,0.137774,619.067,4.99567,0.998137,430.836,4.23692,40.7715,7.90324e+06,-0.183485,114311,0.566991,9,0.999966,
0.00135578,0.0812804,481.029,4.99001,0.996096,317.741,3.98586,17.0499,7.01946e+06,-0.0390325,60631.2,0.474286,225,0.998049,
0.000653192,0.202288,843.814,4.00412,0.997933,238.376,3.36916,20.7564,7.18988e+06,-0.0663406,41552.3,0.733908,729,0.995332,
0.00109301,0.102663,521.194,5.00387,0.99757,379.535,4.1535,29.652,7.03819e+06,-0.0470012,974.728,0.99505,81,0.999589,
0.00135353,0.102845,528.988,5.00383,0.997986,396.657,4.15283,38.5476,7.5057e+06,-0.120418,106476,0.539661,64,0.999723,
0.00112077,0.131515,605.109,4.90335,0.998283,397.243,4.06839,40.7715,7.67133e+06,-0.148757,53169.1,0.798597,9,0.999966,
0.0014122,0.119051,577.766,4.89787,0.998287,452.32,4.25357,42.9954,7.89106e+06,-0.185604,238791,0.169252,441,0.998466,
0.0010779,0.0979001,514.341,4.99454,0.998399,460.144,4.20688,54.1149,6.90887e+06,-0.0406269,460.231,0.998498,100,0.999674,
0.00113547,0.118599,575.157,5.00506,0.998352,504.8,4.32392,65.2344,7.45863e+06,-0.125855,41372.7,0.871183,121,0.999623,
0.00122518,0.135082,632.939,4.90996,0.997862,686.691,4.95224,71.1648,7.91039e+06,-0.196195,204852,0.382091,256,0.999228,
0.00130361,0.0970441,513.294,4.99448,0.998573,473.122,4.03913,77.0952,7.30553e+06,-0.106198,775696,0.286305,614656,0.434473,
0.00102328,0.105927,545.24,4.71,0.0947638,802.99,29,0.999607,427.543,3.77511,93.4038,3.5422e+06,0.392309,443.973,0.999731,8464,0.994869,
0.00108943,0.101689,527.523,5.00561,0.0951119,800.779,29,0.999696,501.447,4.02191,109.712,3.53782e+06,0.319611,316353,0.846616,7225,0.996497,
0.000802735,0.140871,716.186,4.04363,0.997712,186.182,3.05108,17.0499,7.16114e+06,-0.0600029,3543.94,0.969272,225,0.998049,
0.000936359,0.137716,665.73,3.99985,0.997829,250.398,3.45307,20.7564,7.52382e+06,-0.115868,37626.8,0.759045,729,0.995332,
0.00115389,0.128027,648.015,3.70768,0.998428,245.549,3.34086,29.652,7.88789e+06,-0.173401,246662,-0.252664,81,0.999589,
0.000790136,0.119183,615.097,3.83313,0.998734,249.248,3.29194,38.5476,6.66068e+06,0.00572321,22896.7,0.901008,64,0.999723,
0.000934813,0.124426,611.931,4.09981,0.99871,298.485,3.5266,40.7715,7.22823e+06,-0.0824057,5423.23,0.979457,9,0.999966,
0.000905131,0.159136,742.181,3.61382,0.998839,306.534,3.50162,42.9954,7.84661e+06,-0.178927,94221.3,0.672207,441,0.998466,
0.00054128,0.193943,866.089,3.69977,0.998894,317.938,3.49691,54.1149,6.6049e+06,0.0051577,204621,0.332082,100,0.999674,
0.000826184,0.139418,666.917,3.80025,0.998922,330.167,3.49692,65.2344,7.16573e+06,-0.0816421,477.775,0.998512,121,0.999623,
0.000710801,0.138706,670.468,3.76818,0.998817,380.068,3.68427,71.1648,6.65868e+06,-0.0069151,59526.4,0.820447,256,0.999228,
0.00104141,0.133736,657.217,3.60031,0.998751,413.924,3.77799,77.0952,7.75648e+06,-0.174482,917803,0.155557,614656,0.434473,
0.000750618,0.0955044,512.667,4.7,0.0800812,798.793,29,0.999613,420.09,3.74206,93.4038,3.72006e+06,0.361796,39312.6,0.976167,8464,0.994869,
